Source,Target,weight
Arya Stark,Cass,1
Arya Stark,Captain of the Myraham,1
Arya Stark,Camarron of the Count,1
Arya Stark,Brusco,1
Arya Stark,Bronn,1
Arya Stark,Bowen Marsh,1
Arya Stark,Boros Blount,1
Arya Stark,Beardless Dick,1
Arya Stark,Barra's mother,1
Arya Stark,Baelor I Targaryen,1
Arya Stark,Baelor Blacktyde,1
Arianne Martell,Barristan Selmy,1
Areo Hotah,Walder Rivers,1
Amerei Frey,Lyle Crakehall,1
Anguy,Fletcher Dick,1
Archibald Yronwood,Cersei Lannister,1
Archibald Yronwood,Barristan Selmy,1
Archibald Yronwood,Arya Stark,1
Archibald Yronwood,Arianne Martell,1
Anguy,Tyrion Lannister,1
Anguy,Stannis Baratheon,1
Anguy,Sansa Stark,1
Anguy,Samwell Tarly,1
Anguy,Qyburn,1
Anguy,Merrett Frey,1
Anguy,Jon Snow,1
Anguy,Jaime Lannister,1
Anguy,Harsley,1
Anguy,Davos Seaworth,1
Archibald Yronwood,Jaime Lannister,1
Anguy,Daenerys Targaryen,1
Anguy,Catelyn Stark,1
Anguy,Cass,1
Anguy,Bran Stark,1
Anguy,Arya Stark,1
Amerei Frey,Wylis Manderly,1
Amerei Frey,Tytos Brax,1
Amerei Frey,Shagwell,1
Amerei Frey,Sansa Stark,1
Amerei Frey,Samwell Tarly,1
Amerei Frey,Rennifer Longwaters,1
Amerei Frey,Philip Plumm,1
Amerei Frey,Obara Sand,1
Archibald Yronwood,Daenerys Targaryen,1
Archibald Yronwood,Melisandre,1
Areo Hotah,Varys,1
Areo Hotah,Marselen,1
Areo Hotah,Tybero Istarion,1
Areo Hotah,Tristifer Botley,1
Areo Hotah,Tommen Baratheon,1
Areo Hotah,Snatch,1
Areo Hotah,Samwell Tarly,1
Areo Hotah,Randyll Tarly,1
Areo Hotah,Ramsay Snow,1
Areo Hotah,Penny,1
Areo Hotah,Oppo,1
Areo Hotah,Nymeria Sand,1
Areo Hotah,Moqorro,1
Areo Hotah,Melisandre,1
Areo Hotah,Mary Mertyns,1
Areo Hotah,Loreza Sand,1
Archibald Yronwood,Owen Merryweather,1
Areo Hotah,Kasporio,1
Areo Hotah,Jhogo,1
Areo Hotah,Illyrio Mopatis,1
Areo Hotah,Goghor the Giant,1
Areo Hotah,Godry Farring,1
Areo Hotah,Ellaria Sand,1
Areo Hotah,Drogo,1
Areo Hotah,Camarron of the Count,1
Areo Hotah,Caleotte,1
Areo Hotah,Asha Greyjoy,1
Archibald Yronwood,Tyrion Lannister,1
Archibald Yronwood,Selyse Florent,1
Archibald Yronwood,Quentyn Martell,1
Bran Stark,Emmett,1
Bran Stark,Fletcher Dick,1
Doran Martell,Tybero Istarion,1
Bran Stark,Gendry,1
Daenerys Targaryen,Longwater Pyke,1
Daenerys Targaryen,Lommy Greenhands,1
Daenerys Targaryen,Leonette Fossoway,1
Daenerys Targaryen,Larraq,1
Daenerys Targaryen,Lancel Lannister,1
Daenerys Targaryen,Kegs,1
Daenerys Targaryen,Kedge Whiteye,1
Daenerys Targaryen,Kasporio,1
Daenerys Targaryen,Joss Stilwood,1
Daenerys Targaryen,Jonos Bracken,1
Daenerys Targaryen,Joanna Lannister,1
Daenerys Targaryen,Jeyne Westerling,1
Daenerys Targaryen,Jeyne Poole,1
Daenerys Targaryen,Jaremy Rykker,1
Daenerys Targaryen,Janos Slynt,1
Daenerys Targaryen,Jacelyn Bywater,1
Daenerys Targaryen,Illyrio Mopatis,1
Daenerys Targaryen,Hugo Wull,1
Daenerys Targaryen,Harsley,1
Daenerys Targaryen,Harrag Sharp,1
Daenerys Targaryen,Halleck,1
Daenerys Targaryen,Godry Farring,1
Daenerys Targaryen,Godric Borrell,1
Daenerys Targaryen,Gilly,1
Daenerys Targaryen,Gevin Harlaw,1
Daenerys Targaryen,Gendry,1
Daenerys Targaryen,Fletcher Dick,1
Daenerys Targaryen,Emrick,1
Daenerys Targaryen,Emmett,1
Daenerys Targaryen,Loras Tyrell,1
Daenerys Targaryen,Marissa Frey,1
Daenerys Targaryen,Marselen,1
Daenerys Targaryen,Preston Greenfield,1
Daenerys Targaryen,Todder,1
Daenerys Targaryen,Timett,1
Daenerys Targaryen,Tanda Stokeworth,1
Daenerys Targaryen,Stygg,1
Daenerys Targaryen,Snatch,1
Daenerys Targaryen,Ryman Frey,1
Daenerys Targaryen,Ryk,1
Daenerys Targaryen,Robert Arryn,1
Daenerys Targaryen,Renly Baratheon,1
Daenerys Targaryen,Ragwyle,1
Daenerys Targaryen,Qyburn,1
Daenerys Targaryen,Pypar,1
Daenerys Targaryen,Pylos,1
Daenerys Targaryen,Pia,1
Daenerys Targaryen,Matthar,1
Daenerys Targaryen,Petyr Baelish,1
Daenerys Targaryen,Penny,1
Daenerys Targaryen,Pate (ranger),1
Daenerys Targaryen,Patchface,1
Daenerys Targaryen,Parmen Crane,1
Daenerys Targaryen,Owen the Oaf,1
Daenerys Targaryen,Owen Merryweather,1
Daenerys Targaryen,Othell Yarwyck,1
Daenerys Targaryen,Osha,1
Daenerys Targaryen,Osfryd Kettleblack,1
Daenerys Targaryen,Oppo,1
Daenerys Targaryen,Mya Stone,1
Daenerys Targaryen,Moqorro,1
Daenerys Targaryen,Edric Storm,1
Daenerys Targaryen,Drogo,1
Daenerys Targaryen,Daryn Hornwood,1
Cersei Lannister,Timett,1
Chett,Kegs,1
Chett,Janos Slynt,1
Chett,Ellaria Sand,1
Cersei Lannister,Yna,1
Cersei Lannister,Yezzan zo Qaggaz,1
Cersei Lannister,Walder Rivers,1
Cersei Lannister,Varys,1
Cersei Lannister,Varamyr,1
Cersei Lannister,Tytos Brax,1
Cersei Lannister,Tybero Istarion,1
Cersei Lannister,Tristifer Botley,1
Cersei Lannister,Tormund,1
Cersei Lannister,Tommen Baratheon,1
Cersei Lannister,Tagganaro,1
Chett,Mance Rayder,1
Cersei Lannister,Sybelle Glover,1
Cersei Lannister,Snatch,1
Cersei Lannister,Salladhor Saan,1
Cersei Lannister,Rodrik Harlaw,1
Cersei Lannister,Rennifer Longwaters,1
Cersei Lannister,Qyburn,1
Cersei Lannister,Quhuru Mo,1
Cersei Lannister,Pycelle,1
Cersei Lannister,Preston Greenfield,1
Cersei Lannister,Philip Plumm,1
Cersei Lannister,Petyr Baelish,1
Cersei Lannister,Penny,1
Cersei Lannister,Pate (ranger),1
Chett,Kevan Lannister,1
Chett,Marissa Frey,1
Daenerys Targaryen,Dagmer,1
Clydas,Samwell Tarly,1
Cressen,Waltyr Frey,1
Cressen,Utherydes Wayn,1
Cressen,Tyrek Lannister,1
Cressen,Timett,1
Cressen,Robb Stark,1
Cressen,Renly Baratheon,1
Cressen,Preston Greenfield,1
Cressen,Podrick Payne,1
Cressen,Parmen Crane,1
Cressen,Joffrey Baratheon,1
Cressen,Jacelyn Bywater,1
Cressen,Dancy,1
Clydas,Sansa Stark,1
Clydas,Quhuru Mo,1
Chett,Merrett Frey,1
Clydas,Petyr Baelish,1
Clydas,Leo Tyrell (son of Moryn),1
Clydas,Jon Snow,1
Clydas,Jaime Lannister,1
Chett,Tywin Lannister,1
Chett,Tommen Baratheon,1
Chett,Stannis Baratheon,1
Chett,Ryman Frey,1
Chett,Ryk,1
Chett,Roose Bolton,1
Chett,Robert Arryn,1
Chett,Robb Stark,1
Chett,Owen the Oaf,1
Daenerys Targaryen,Tommen Baratheon,1
Daenerys Targaryen,Tormund,1
Daenerys Targaryen,Tybero Istarion,1
Davos Seaworth,Patchface,1
Davos Seaworth,Snatch,1
Davos Seaworth,Ryman Frey,1
Davos Seaworth,Ryk,1
Davos Seaworth,Robert Arryn,1
Davos Seaworth,Renly Baratheon,1
Davos Seaworth,Ragwyle,1
Davos Seaworth,Qyburn,1
Davos Seaworth,Pylos,1
Davos Seaworth,Preston Greenfield,1
Davos Seaworth,Pia,1
Davos Seaworth,Petyr Baelish,1
Davos Seaworth,Penny,1
Davos Seaworth,Pate (ranger),1
Davos Seaworth,Parmen Crane,1
Davos Seaworth,Tanda Stokeworth,1
Davos Seaworth,Owen the Oaf,1
Davos Seaworth,Othell Yarwyck,1
Davos Seaworth,Osha,1
Davos Seaworth,Osfryd Kettleblack,1
Davos Seaworth,Oppo,1
Davos Seaworth,Moqorro,1
Davos Seaworth,Mary Mertyns,1
Davos Seaworth,Marissa Frey,1
Davos Seaworth,Loras Tyrell,1
Davos Seaworth,Lommy Greenhands,1
Davos Seaworth,Leonette Fossoway,1
Davos Seaworth,Larraq,1
Davos Seaworth,Lancel Lannister,1
Davos Seaworth,Stygg,1
Davos Seaworth,Timett,1
Davos Seaworth,Kedge Whiteye,1
Doran Martell,Goghor the Giant,1
Doran Martell,Snatch,1
Doran Martell,Randyll Tarly,1
Doran Martell,Quentyn Martell,1
Doran Martell,Penny,1
Doran Martell,Oppo,1
Doran Martell,Moqorro,1
Doran Martell,Melisandre,1
Doran Martell,Mary Mertyns,1
Doran Martell,Marselen,1
Doran Martell,Kevan Lannister,1
Doran Martell,Kasporio,1
Doran Martell,Jhogo,1
Doran Martell,Illyrio Mopatis,1
Doran Martell,Godry Farring,1
Davos Seaworth,Tormund,1
Doran Martell,Drogo,1
Davos Seaworth,Yoren,1
Davos Seaworth,Yezzan zo Qaggaz,1
Davos Seaworth,Waltyr Frey,1
Davos Seaworth,Varys,1
Davos Seaworth,Varamyr,1
Davos Seaworth,Utherydes Wayn,1
Davos Seaworth,Urzen,1
Davos Seaworth,Urswyck,1
Davos Seaworth,Tywin Lannister,1
Davos Seaworth,Tyrek Lannister,1
Davos Seaworth,Tybero Istarion,1
Davos Seaworth,Tristifer Botley,1
Davos Seaworth,Kegs,1
Davos Seaworth,Kasporio,1
Daenerys Targaryen,Tyrek Lannister,1
Dagmer,Osha,1
Dancy,Podrick Payne,1
Dancy,Parmen Crane,1
Dancy,Osha,1
Dancy,Joffrey Baratheon,1
Dancy,Jacelyn Bywater,1
Dancy,Harrag Sharp,1
Dancy,Gevin Harlaw,1
Dagmer,Urzen,1
Dagmer,Tyrion Lannister,1
Dagmer,Theon Greyjoy,1
Dagmer,Stygg,1
Dagmer,Sansa Stark,1
Dagmer,Samwell Tarly,1
Dagmer,Jon Snow,1
Dancy,Samwell Tarly,1
Dagmer,Harrag Sharp,1
Dagmer,Gevin Harlaw,1
Dagmer,Davos Seaworth,1
Dagmer,Dancy,1
Daenerys Targaryen,Yoren,1
Daenerys Targaryen,Yezzan zo Qaggaz,1
Aemon Steelsong,Arys Oakheart,1
Daenerys Targaryen,Viserys Targaryen,1
Daenerys Targaryen,Varys,1
Daenerys Targaryen,Varamyr,1
Daenerys Targaryen,Utherydes Wayn,1
Daenerys Targaryen,Urzen,1
Daenerys Targaryen,Urswyck,1
Dancy,Preston Greenfield,1
Dancy,Stygg,1
Davos Seaworth,Jonos Bracken,1
Davos Seaworth,Gevin Harlaw,1
Davos Seaworth,Joanna Lannister,1
Davos Seaworth,Jhogo,1
Davos Seaworth,Jeyne Westerling,1
Davos Seaworth,Jeyne Poole,1
Davos Seaworth,Janos Slynt,1
Davos Seaworth,Jacelyn Bywater,1
Davos Seaworth,Illyrio Mopatis,1
Davos Seaworth,Hugo Wull,1
Davos Seaworth,Harsley,1
Davos Seaworth,Harrag Sharp,1
Davos Seaworth,Halleck,1
Davos Seaworth,Godric Borrell,1
Davos Seaworth,Gilly,1
Davos Seaworth,Gendry,1
Dancy,Timett,1
Davos Seaworth,Fletcher Dick,1
Davos Seaworth,Emrick,1
Davos Seaworth,Emmett,1
Davos Seaworth,Edric Storm,1
Davos Seaworth,Drogo,1
Davos Seaworth,Doran Martell,1
Daryn Hornwood,Tywin Lannister,1
Daryn Hornwood,Tyrion Lannister,1
Daryn Hornwood,Sansa Stark,1
Daryn Hornwood,Mya Stone,1
Daryn Hornwood,Jon Snow,1
Daryn Hornwood,Eddard Stark,1
Dancy,Urzen,1
Cersei Lannister,Parmen Crane,1
Cersei Lannister,Owen Merryweather,1
Cersei Lannister,Othell Yarwyck,1
Brusco,Jon Snow,1
Brynden Rivers,Oppo,1
Brynden Rivers,Moqorro,1
Brynden Rivers,Melisandre,1
Brynden Rivers,Mary Mertyns,1
Brynden Rivers,Mance Rayder,1
Brynden Rivers,Kevan Lannister,1
Brynden Rivers,Kasporio,1
Brynden Rivers,Jon Snow,1
Brynden Rivers,Illyrio Mopatis,1
Brynden Rivers,Drogo,1
Brynden Rivers,Doran Martell,1
Brynden Rivers,Camarron of the Count,1
Brusco,Tyrion Lannister,1
Brusco,Jaime Lannister,1
Brynden Rivers,Ramsay Snow,1
Brusco,Daenerys Targaryen,1
Brusco,Cersei Lannister,1
Bronn,Will,1
Bronn,Tyrion Lannister,1
Bronn,Sansa Stark,1
Bronn,Jon Snow,1
Bronn,Eddard Stark,1
Bronn,Catelyn Stark,1
Brienne Tarth,Wylis Manderly,1
Brienne Tarth,Victarion Greyjoy,1
Brienne Tarth,Tytos Brax,1
Brienne Tarth,Rennifer Longwaters,1
Brienne Tarth,Podrick Payne,1
Brynden Rivers,Penny,1
Brynden Rivers,Randyll Tarly,1
Brienne Tarth,Obara Sand,1
Camarron of the Count,Drogo,1
Camarron of the Count,Snatch,1
Camarron of the Count,Randyll Tarly,1
Camarron of the Count,Penny,1
Camarron of the Count,Oppo,1
Camarron of the Count,Moqorro,1
Camarron of the Count,Melisandre,1
Camarron of the Count,Mary Mertyns,1
Camarron of the Count,Mance Rayder,1
Camarron of the Count,Kevan Lannister,1
Camarron of the Count,Kasporio,1
Camarron of the Count,Jon Connington,1
Camarron of the Count,Jaime Lannister,1
Camarron of the Count,Illyrio Mopatis,1
Camarron of the Count,Doran Martell,1
Brynden Rivers,Roose Bolton,1
Camarron of the Count,Davos Seaworth,1
Camarron of the Count,Daenerys Targaryen,1
Camarron of the Count,Cersei Lannister,1
Caleotte,Victarion Greyjoy,1
Caleotte,Sansa Stark,1
Caleotte,Nymeria Sand,1
Caleotte,Jaime Lannister,1
Caleotte,Cersei Lannister,1
Brynden Rivers,Yezzan zo Qaggaz,1
Brynden Rivers,Tybero Istarion,1
Brynden Rivers,Tommen Baratheon,1
Brynden Rivers,Theon Greyjoy,1
Brynden Rivers,Snatch,1
Brienne Tarth,Philip Plumm,1
Brienne Tarth,Nymeria Sand,1
Camarron of the Count,Tyrion Lannister,1
Bran Stark,Lancel Lannister,1
Bran Stark,Osha,1
Bran Stark,Osfryd Kettleblack,1
Bran Stark,Oppo,1
Bran Stark,Mya Stone,1
Bran Stark,Mully,1
Bran Stark,Moqorro,1
Bran Stark,Matthar,1
Bran Stark,Mary Mertyns,1
Bran Stark,Marissa Frey,1
Bran Stark,Loras Tyrell,1
Bran Stark,Lommy Greenhands,1
Bran Stark,Leonette Fossoway,1
Bran Stark,Larraq,1
Bran Stark,Kegs,1
Bran Stark,Owen the Oaf,1
Bran Stark,Kedge Whiteye,1
Bran Stark,Kasporio,1
Bran Stark,Joss Stilwood,1
Bran Stark,Jhogo,1
Bran Stark,Jeyne Poole,1
Bran Stark,Jaremy Rykker,1
Bran Stark,Janos Slynt,1
Bran Stark,Illyrio Mopatis,1
Bran Stark,Harsley,1
Bran Stark,Harrag Sharp,1
Bran Stark,Halleck,1
Bran Stark,Godric Borrell,1
Bran Stark,Gevin Harlaw,1
Bran Stark,Othell Yarwyck,1
Bran Stark,Patchface,1
Brienne Tarth,Lyle Crakehall,1
Bran Stark,Todder,1
Brienne Tarth,Ilyn Payne,1
Brienne Tarth,High Sparrow,1
Brienne Tarth,Gendry,1
Brienne Tarth,Edmure Tully,1
Bran Stark,Yoren,1
Bran Stark,Yezzan zo Qaggaz,1
Bran Stark,Waltyr Frey,1
Bran Stark,Viserys Targaryen,1
Bran Stark,Varamyr,1
Bran Stark,Utherydes Wayn,1
Bran Stark,Urzen,1
Bran Stark,Tybero Istarion,1
Bran Stark,Tormund,1
Bran Stark,Stygg,1
Bran Stark,Pate (ranger),1
Bran Stark,Snatch,1
Bran Stark,Salladhor Saan,1
Bran Stark,Ryman Frey,1
Bran Stark,Ryk,1
Bran Stark,Robert Arryn,1
Bran Stark,Ragwyle,1
Bran Stark,Qyburn,1
Bran Stark,Quentyn Martell,1
Bran Stark,Pypar,1
Bran Stark,Pylos,1
Bran Stark,Podrick Payne,1
Bran Stark,Pia,1
Bran Stark,Penny,1
Camarron of the Count,Tybero Istarion,1
Camarron of the Count,Victarion Greyjoy,1
Cersei Lannister,Oswell Kettleblack,1
Catelyn Stark,Yoren,1
Cersei Lannister,Godry Farring,1
Cersei Lannister,Godric Borrell,1
Cersei Lannister,Gilly,1
Cersei Lannister,Gendry,1
Cersei Lannister,Euron Greyjoy,1
Cersei Lannister,Erik Ironmaker,1
Cersei Lannister,Emrick,1
Cersei Lannister,Emmett,1
Cersei Lannister,Edmure Tully,1
Cersei Lannister,Drogo,1
Cersei Lannister,Dancy,1
Cersei Lannister,Cressen,1
Cersei Lannister,Clydas,1
Catelyn Stark,Waltyr Frey,1
Cersei Lannister,Halleck,1
Catelyn Stark,Viserys Targaryen,1
Catelyn Stark,Victarion Greyjoy,1
Catelyn Stark,Utherydes Wayn,1
Catelyn Stark,Urzen,1
Catelyn Stark,Urswyck,1
Catelyn Stark,Tyrek Lannister,1
Catelyn Stark,Tommen Baratheon,1
Catelyn Stark,Todder,1
Catelyn Stark,Timett,1
Catelyn Stark,Tanda Stokeworth,1
Catelyn Stark,Stygg,1
Catelyn Stark,Salladhor Saan,1
Catelyn Stark,Ryman Frey,1
Cersei Lannister,Gretchel,1
Cersei Lannister,High Sparrow,1
Catelyn Stark,Robert Arryn,1
Cersei Lannister,Loreza Sand,1
Cersei Lannister,Oppo,1
Cersei Lannister,Obara Sand,1
Cersei Lannister,Myranda Royce,1
Cersei Lannister,Mya Stone,1
Cersei Lannister,Mully,1
Cersei Lannister,Mord,1
Cersei Lannister,Moqorro,1
Cersei Lannister,Marselen,1
Cersei Lannister,Margaery Tyrell,1
Cersei Lannister,Maegor I Targaryen,1
Cersei Lannister,Mace Tyrell,1
Cersei Lannister,Lyle Crakehall,1
Cersei Lannister,Lum,1
Cersei Lannister,Loras Tyrell,1
Cersei Lannister,Horton Redfort,1
Cersei Lannister,Longwater Pyke,1
Cersei Lannister,Leonette Fossoway,1
Cersei Lannister,Leo Tyrell (son of Moryn),1
Cersei Lannister,Larraq,1
Cersei Lannister,Lancel Lannister,1
Cersei Lannister,Kedge Whiteye,1
Cersei Lannister,Kasporio,1
Cersei Lannister,Jocelyn Swyft,1
Cersei Lannister,Jeyne Poole,1
Cersei Lannister,Jacelyn Bywater,1
Cersei Lannister,Ilyn Payne,1
Cersei Lannister,Illyrio Mopatis,1
Cersei Lannister,Hugo Wull,1
Catelyn Stark,Ryk,1
Catelyn Stark,Renly Baratheon,1
Camarron of the Count,Yezzan zo Qaggaz,1
Cass,Harsley,1
Catelyn Stark,Gendry,1
Catelyn Stark,Fletcher Dick,1
Catelyn Stark,Edric Storm,1
Catelyn Stark,Daryn Hornwood,1
Catelyn Stark,Dagmer,1
Cass,Tyrion Lannister,1
Cass,Stannis Baratheon,1
Cass,Sansa Stark,1
Cass,Samwell Tarly,1
Cass,Qyburn,1
Cass,Merrett Frey,1
Cass,Jon Snow,1
Cass,Jaime Lannister,1
Cass,Fletcher Dick,1
Catelyn Stark,Harrag Sharp,1
Cass,Davos Seaworth,1
Cass,Daenerys Targaryen,1
Cass,Catelyn Stark,1
Captain of the Myraham,Utherydes Wayn,1
Captain of the Myraham,Tyrion Lannister,1
Captain of the Myraham,Theon Greyjoy,1
Captain of the Myraham,Sansa Stark,1
Captain of the Myraham,Robb Stark,1
Captain of the Myraham,Jon Snow,1
Captain of the Myraham,Davos Seaworth,1
Captain of the Myraham,Daenerys Targaryen,1
Captain of the Myraham,Cressen,1
Captain of the Myraham,Catelyn Stark,1
Catelyn Stark,Gevin Harlaw,1
Catelyn Stark,Harsley,1
Catelyn Stark,Ragwyle,1
Catelyn Stark,Margaery Tyrell,1
Catelyn Stark,Pypar,1
Catelyn Stark,Pylos,1
Catelyn Stark,Preston Greenfield,1
Catelyn Stark,Pia,1
Catelyn Stark,Petyr Baelish,1
Catelyn Stark,Patchface,1
Catelyn Stark,Parmen Crane,1
Catelyn Stark,Owen the Oaf,1
Catelyn Stark,Osha,1
Catelyn Stark,Osfryd Kettleblack,1
Catelyn Stark,Mya Stone,1
Catelyn Stark,Matthar,1
Catelyn Stark,Marissa Frey,1
Catelyn Stark,Mance Rayder,1
Catelyn Stark,Jacelyn Bywater,1
Catelyn Stark,Mace Tyrell,1
Catelyn Stark,Lum,1
Catelyn Stark,Loras Tyrell,1
Catelyn Stark,Lommy Greenhands,1
Catelyn Stark,Leonette Fossoway,1
Catelyn Stark,Kevan Lannister,1
Catelyn Stark,Kegs,1
Catelyn Stark,Joss Stilwood,1
Catelyn Stark,Jocelyn Swyft,1
Catelyn Stark,Joanna Lannister,1
Catelyn Stark,Jeyne Westerling,1
Catelyn Stark,Jaremy Rykker,1
Catelyn Stark,Janos Slynt,1
Viserys Targaryen,Will,1
